,marital,age,balance,duration,GroundTruth,GroundTruth_DB,FairDen,FairSC_normalized,FairSC
7570,1,51,267,56,0,0,0,0,1
16608,1,51,794,747,0,0,1,0,1
17976,1,45,321,918,0,0,1,0,1
24159,1,57,0,142,0,0,0,0,1
38407,1,47,537,49,0,0,0,0,1
36820,1,34,412,217,0,0,0,1,0
27001,1,40,87,114,0,0,0,1,1
36020,0,48,1282,123,0,0,0,0,1
6841,1,56,-299,68,0,0,0,0,1
44456,2,34,517,791,0,0,0,0,1
40272,2,39,257,58,0,0,0,0,1
23535,1,31,0,12,0,0,0,1,0
28241,1,32,869,177,0,0,0,1,0
32863,2,35,1295,952,0,0,1,0,1
311,1,54,851,108,0,0,0,0,1
25851,1,40,1759,87,0,0,0,1,1
34626,2,31,53,530,1,0,0,0,1
41846,1,41,881,257,1,0,0,0,1
30156,2,33,1387,185,0,0,0,0,1
7999,1,49,294,230,0,0,0,0,1
5470,1,32,221,224,0,0,0,1,0
28223,2,41,386,125,0,0,0,0,1
14071,2,58,342,564,0,0,0,0,1
34596,2,29,2,403,0,0,0,0,1
6957,1,30,2607,158,0,0,0,1,0
16963,1,32,2,132,0,0,0,1,0
19421,2,34,873,267,0,0,0,0,1
44356,2,36,364,185,1,0,0,0,1
21013,1,57,209,56,0,0,0,0,1
14449,1,40,-90,716,0,0,0,0,1
22067,2,32,0,119,0,0,0,1,1
29792,1,34,1651,246,0,0,0,1,0
6304,1,42,3052,32,0,0,1,0,1
4781,1,36,393,126,0,0,0,1,0
27565,1,36,4932,273,0,0,0,0,1
23982,1,51,5254,134,1,0,0,0,1
12313,1,30,526,677,1,0,0,0,1
3178,2,32,0,86,0,0,0,1,1
6259,1,36,68,157,0,0,0,1,0
37703,2,31,953,479,1,0,0,0,1
9802,1,57,179,230,0,0,0,0,1
10605,1,40,538,167,0,0,0,1,1
17621,1,52,1818,46,0,0,0,0,1
41137,2,33,1429,268,1,0,0,0,1
11291,2,31,54,230,0,0,0,1,1
37577,1,33,245,437,0,0,0,1,1
29635,1,52,-970,489,1,0,1,0,1
17490,1,36,-323,118,0,0,0,1,0
16793,1,47,2,237,0,0,0,0,1
9274,1,55,2171,138,0,0,0,0,1
19847,1,45,3168,109,0,0,0,0,1
32389,2,29,3508,462,0,0,1,0,1
35363,2,24,638,792,1,0,1,0,1
24662,2,37,133,207,0,0,0,0,1
35734,2,27,3,346,0,0,0,0,1
29658,1,34,4831,265,0,0,1,0,1
4514,1,37,362,277,0,0,0,1,1
24436,2,34,601,184,0,0,0,0,1
20996,2,35,331,857,1,0,1,0,1
8143,0,59,3304,250,0,0,1,0,1
21314,1,30,239,199,0,0,0,1,0
5445,2,27,430,116,0,0,0,1,1
26687,1,35,-394,217,0,0,0,1,0
4598,2,36,7171,216,0,0,1,0,1
38659,1,31,1654,288,0,0,0,1,0
25308,1,31,355,530,0,0,0,1,1
20351,1,46,2551,645,1,0,1,0,1
21782,1,37,0,179,0,0,0,1,0
28413,1,29,1366,90,0,0,0,1,0
30411,2,33,687,178,0,0,0,1,1
25702,1,57,11494,198,0,0,1,0,1
9882,1,47,533,128,0,0,0,0,1
21186,2,36,2944,882,1,0,1,0,1
38633,2,26,384,16,0,0,0,1,1
41103,0,66,220,283,0,0,1,0,1
22205,1,47,11,184,0,0,0,0,1
24470,1,38,242,88,0,0,0,1,0
18586,1,32,139,70,0,0,0,1,0
15085,1,27,1,259,0,0,0,1,0
19682,1,55,1097,191,0,0,0,0,1
40870,1,70,15265,551,0,0,1,0,1
22198,2,32,178,159,0,0,0,1,1
23588,1,52,136,88,0,0,0,0,1
3489,1,47,257,484,0,0,0,0,1
17093,1,39,10685,1369,1,0,1,0,1
17232,1,53,1129,241,0,0,0,0,1
3914,2,35,8,148,0,0,0,1,1
25271,2,39,12437,40,0,0,1,0,1
33016,1,51,14,233,0,0,0,0,1
25461,1,57,1335,902,0,0,1,0,1
648,1,41,-366,29,0,0,0,1,1
41240,2,45,1411,800,1,0,1,0,1
24276,1,59,135,94,0,0,0,0,1
7136,1,43,310,291,0,0,0,0,1
41264,1,58,1227,400,1,0,1,0,1
22253,2,37,42,99,0,0,0,0,1
5075,1,58,1402,111,0,0,0,0,1
17579,1,53,329,69,0,0,0,0,1
22548,1,40,830,155,0,0,0,1,1
43577,1,33,1388,158,0,0,0,1,0
43376,2,33,228,110,0,0,0,1,1
26362,2,32,4582,377,0,0,1,0,1
16936,1,52,5423,102,0,0,0,0,1
39228,1,32,8023,146,0,0,1,0,1
41840,1,87,230,144,1,0,1,0,1
11985,1,50,213,87,0,0,0,0,1
2867,1,45,2418,120,0,0,0,0,1
19683,1,56,0,152,0,0,0,0,1
28407,2,44,900,322,0,0,0,0,1
44142,1,34,69,263,1,0,0,1,0
12779,1,43,460,94,0,0,0,0,1
22902,0,55,-612,131,0,0,0,0,1
42138,2,25,304,152,0,0,0,1,1
13096,1,38,-14,124,0,0,0,1,0
2804,0,59,1534,278,0,0,0,0,1
19317,1,48,2054,127,0,0,0,0,1
22677,1,36,0,248,0,0,0,1,0
35383,1,33,0,831,0,0,0,0,1
23417,1,41,801,65,0,0,0,1,1
2836,1,42,902,71,0,0,0,0,1
9759,1,25,77,220,0,0,0,1,0
29985,1,26,895,820,0,0,1,0,1
29472,1,26,174,222,0,0,0,1,0
28613,2,49,827,61,0,0,0,0,1
42078,1,24,272,105,1,0,0,1,0
4028,1,57,70,186,0,0,0,0,1
3590,1,45,-237,71,0,0,0,0,1
9769,0,49,-46,1055,1,0,1,0,1
52,1,32,0,179,0,0,0,1,0
29397,1,28,679,406,0,0,0,1,0
7473,1,58,4299,348,0,0,1,0,1
9709,1,50,0,243,0,0,0,0,1
31416,1,42,2249,362,0,0,0,0,1
34354,1,30,203,18,0,0,0,1,0
6792,0,46,1815,232,0,0,0,0,1
41018,1,66,1943,401,0,0,1,0,1
27717,1,44,8,531,0,0,0,0,1
2119,1,32,227,523,0,0,0,1,1
40103,1,59,3735,243,1,0,1,0,1
19118,1,53,1343,129,0,0,0,0,1
24522,1,50,463,141,0,0,0,0,1
31949,1,61,1515,253,0,0,0,0,1
20917,1,32,394,266,0,0,0,1,0
37565,1,45,276,586,0,0,0,0,1
35503,2,43,979,154,0,0,0,0,1
13913,1,59,925,96,0,0,0,0,1
34343,1,30,182,143,0,0,0,1,0
42905,1,27,241,889,0,0,1,0,1
27755,1,53,554,48,0,0,0,0,1
7498,2,31,-502,76,0,0,0,1,1
43500,1,37,3236,291,1,0,1,0,1
21561,2,30,0,292,0,0,0,0,1
41738,1,52,722,99,0,0,0,0,1
32127,0,35,3751,75,0,0,0,0,1
24504,2,34,1049,101,0,0,0,1,1
26809,1,47,-813,85,0,0,0,0,1
33998,2,24,160,109,0,0,0,1,1
20415,2,37,553,63,0,0,0,0,1
40290,1,61,123,112,0,0,0,0,1
23085,2,34,296,609,1,0,0,0,1
15007,1,37,0,158,0,0,0,1,0
17801,1,48,14530,863,0,0,1,0,1
1455,1,45,22,209,0,0,0,0,1
27428,1,39,477,229,0,0,0,1,1
21849,1,51,51,214,0,0,0,0,1
25148,1,46,1267,187,0,0,0,0,1
18614,1,42,0,17,0,0,0,1,1
37187,2,36,328,194,0,0,0,0,1
31840,1,80,1861,563,0,0,1,0,1
23792,1,35,171,204,0,0,0,1,0
9378,1,38,926,189,0,0,0,1,0
15044,1,48,658,89,0,0,0,0,1
43593,2,21,200,8,0,0,1,1,1
8232,1,35,456,71,0,0,0,1,0
29623,1,43,392,110,0,0,0,0,1
12464,1,30,49,359,0,0,0,1,0
12104,1,37,-456,42,0,0,0,1,0
34019,2,31,125,200,0,0,0,1,1
37746,1,40,309,221,0,0,0,1,1
24741,2,33,1769,273,0,0,0,0,1
41938,1,53,1356,371,0,0,0,0,1
37676,0,44,583,423,0,0,0,0,1
19508,1,57,7747,102,0,0,1,0,1
14900,1,32,0,141,0,0,0,1,0
37346,1,56,126,113,0,0,0,0,1
31792,1,52,8180,81,0,0,1,0,1
24762,1,59,14,319,0,0,0,0,1
13706,0,47,184,144,0,0,0,1,1
28772,2,48,2091,94,0,0,0,0,1
7600,1,52,1405,255,0,0,0,0,1
1720,1,54,222,45,0,0,0,0,1
32949,2,34,0,525,0,0,0,0,1
22491,2,30,0,79,0,0,0,1,1
27989,1,26,289,220,0,0,0,1,0
26841,1,46,22,153,0,0,0,0,1
13188,1,45,1343,220,0,0,0,0,1
40134,1,32,3083,271,0,0,0,1,1
817,2,37,147,416,0,0,0,0,1
34908,1,36,0,456,0,0,0,0,1
21636,1,52,7135,1032,1,0,1,0,1
19711,2,31,18,82,0,0,0,1,1
20162,1,45,2388,317,0,0,1,0,1
19649,1,31,55,124,0,0,0,1,0
31442,1,37,3953,610,0,0,1,0,1
3452,1,44,4580,911,1,0,1,0,1
15960,1,37,145,74,0,0,0,1,0
30349,1,44,1451,80,0,0,0,0,1
43569,2,23,922,538,1,0,1,0,1
5897,0,49,283,614,0,0,0,0,1
35926,1,33,4789,220,0,0,0,0,1
4180,1,26,775,35,0,0,0,1,0
37285,1,39,0,513,0,0,0,0,1
3799,1,28,507,359,0,0,0,1,0
24909,1,34,45,79,0,0,0,1,0
34893,1,46,147,116,0,0,0,0,1
42119,1,72,1129,208,1,0,1,0,1
32506,1,32,9,334,0,0,0,1,0
29239,1,42,11093,156,0,0,1,0,1
37755,2,26,93,43,0,0,0,1,1
5234,1,33,1138,509,0,0,0,0,1
12200,2,51,1348,9,0,0,0,0,1
7330,2,27,12956,789,1,0,1,0,1
3994,2,41,0,522,0,0,0,0,1
12002,2,39,6512,16,0,0,1,0,1
14925,1,44,106,164,0,0,0,0,1
32795,1,39,284,1426,0,0,1,0,1
10056,1,44,13893,29,0,0,1,0,1
33753,0,54,1693,1277,1,0,1,0,1
25289,1,34,577,80,0,0,0,1,0
38146,1,29,149,242,0,0,0,1,0
4304,2,31,444,114,0,0,0,1,1
31316,0,46,926,463,0,0,0,0,1
18214,1,54,1938,81,0,0,0,0,1
36737,1,43,483,225,0,0,0,0,1
6076,2,50,-463,269,0,0,0,0,1
26790,1,57,1433,41,0,0,0,0,1
11585,2,39,2453,92,0,0,0,0,1
33760,0,44,1070,381,1,0,0,0,1
35896,0,49,-212,469,0,0,0,0,1
28072,1,49,399,679,0,0,0,0,1
17334,1,41,49,534,0,0,0,0,1
6244,1,21,223,155,0,0,0,1,0
26534,1,44,3060,113,0,0,0,0,1
7979,2,55,3339,63,0,0,0,0,1
8731,0,52,2002,103,0,0,0,0,1
13927,2,25,2483,1499,1,0,1,0,1
22802,1,31,166,392,0,0,0,1,0
20460,2,30,281,105,0,0,0,1,1
8056,1,36,1861,281,0,0,0,1,1
41543,2,48,1245,169,0,0,0,0,1
31151,0,34,1085,101,1,0,0,1,1
27507,2,36,339,6,0,0,0,1,1
13609,0,43,13,977,0,0,1,0,1
32643,1,44,-372,211,0,0,0,0,1
31725,1,35,159,259,0,0,0,1,0
12065,1,47,480,9,0,0,0,0,1
16139,2,34,-199,78,0,0,0,1,1
4633,1,31,26,51,0,0,0,1,0
26663,1,54,641,399,0,0,0,0,1
42448,1,64,588,366,1,0,1,0,1
10663,0,53,196,178,0,0,0,0,1
26681,1,32,6059,110,0,0,1,0,1
19868,2,31,37,669,1,0,0,0,1
43226,1,59,1,159,1,0,0,0,1
1869,2,33,687,174,0,0,0,1,1
8513,1,32,1780,238,0,0,0,1,0
28970,1,34,1873,192,0,0,0,1,0
6990,0,50,2706,179,0,0,1,0,1
15846,0,45,54,34,0,0,0,1,1
30992,2,26,313,210,1,0,0,1,1
1238,1,41,254,690,0,0,0,0,1
28836,0,55,347,115,0,0,0,0,1
11672,1,59,6955,179,0,0,1,0,1
28497,2,31,1724,152,0,0,0,0,1
22761,2,32,1882,497,1,0,1,0,1
28308,2,33,484,537,0,0,0,0,1
4970,1,27,1303,364,0,0,0,1,0
33340,1,37,144,724,0,0,0,0,1
24996,2,32,28,368,0,0,0,0,1
36504,0,41,1634,16,0,0,0,1,1
36407,1,43,323,43,0,0,0,0,1
31754,1,36,0,339,0,0,0,1,1
4870,1,37,7005,217,0,0,1,0,1
16600,0,55,-268,1417,1,0,1,0,1
4812,2,36,687,287,0,0,0,0,1
340,2,41,842,144,0,0,0,0,1
28335,2,27,1459,153,0,0,0,1,1
29078,1,33,606,194,0,0,0,1,0
16976,1,39,-709,311,0,0,1,1,1
15728,1,57,4,84,0,0,0,0,1
15367,2,31,-429,292,0,0,0,0,1
8055,1,50,1985,464,0,0,1,0,1
38097,1,38,1099,22,0,0,0,1,0
28001,1,60,2041,123,0,0,0,0,1
16080,0,50,34,160,0,0,0,0,1
6450,0,44,-562,159,0,0,0,1,1
34232,2,27,-289,94,0,0,0,1,1
29208,2,29,1679,485,0,0,0,0,1
33879,1,56,746,193,0,0,0,0,1
37820,2,28,3,190,0,0,0,1,1
24911,2,37,690,105,0,0,0,0,1
23223,1,58,413,104,0,0,0,0,1
39467,2,30,5359,119,1,0,1,0,1
26592,1,37,9895,352,0,0,1,0,1
1940,2,29,510,25,0,0,0,1,1
9346,1,33,3704,447,0,0,1,0,1
42862,2,33,101,393,0,0,0,0,1
29025,2,39,-145,268,0,0,0,0,1
36280,1,36,-185,167,0,0,0,1,0
42057,2,22,1925,84,0,0,1,1,1
23714,1,47,996,247,0,0,0,0,1
28954,0,31,304,133,0,0,0,1,1
17549,0,51,5,600,1,0,0,0,1
44459,2,27,44,11,0,0,0,1,1
29207,1,33,317,141,0,0,0,1,0
10267,2,37,1706,542,0,0,1,0,1
6516,2,30,2593,662,0,0,1,0,1
12872,1,51,867,422,0,0,0,0,1
21793,0,52,511,98,0,0,0,0,1
15573,2,31,324,167,0,0,0,1,1
406,1,58,0,393,0,0,0,0,1
34553,1,49,8545,199,0,0,1,0,1
6254,1,40,56,223,0,0,0,1,1
2609,1,44,2887,182,0,0,0,0,1
27234,1,30,0,718,0,0,0,0,1
29962,1,53,805,136,0,0,0,0,1
33661,1,35,629,77,0,0,0,1,0
27261,1,30,4457,566,1,0,1,0,1
24292,1,48,1039,581,0,0,1,0,1
36825,1,36,421,793,0,0,0,0,1
3065,0,45,864,183,0,0,0,0,1
19953,1,49,1264,140,0,0,0,0,1
26377,1,35,5250,363,0,0,1,0,1
17404,1,33,0,83,0,0,0,1,0
35838,1,53,72,22,0,0,0,0,1
37737,1,43,991,111,0,0,0,0,1
11091,1,40,256,30,0,0,0,1,1
31054,1,49,2881,120,1,0,0,0,1
9941,1,59,1321,3881,1,-1,1,0,1
33057,0,29,-19,712,1,0,0,0,1
26982,1,49,8689,586,0,0,1,0,1
37988,2,30,-118,377,0,0,0,0,1
39526,2,38,311,61,0,0,0,0,1
15103,1,43,3530,470,0,0,1,0,1
40505,2,60,1034,231,1,0,0,0,1
35017,0,31,459,623,1,0,0,0,1
43292,0,41,3823,234,0,0,0,0,1
29784,1,32,1496,267,0,0,0,1,0
7750,1,35,361,185,0,0,0,1,0
39711,1,30,533,212,0,0,0,1,0
26714,1,56,4763,233,0,0,1,0,1
43232,2,33,2321,699,0,0,1,0,1
27190,1,30,581,197,0,0,0,1,0
13535,1,42,704,31,0,0,0,1,1
28152,0,58,499,181,0,0,0,0,1
11503,1,50,1857,26,0,0,0,0,1
14763,1,56,0,390,0,0,0,0,1
35335,2,37,490,739,0,0,0,0,1
44361,2,31,18,27,0,0,0,1,1
14493,1,29,1,56,0,0,0,1,0
44175,1,50,2881,510,0,0,1,0,1
451,1,40,71,79,0,0,0,1,1
18176,1,48,283,383,0,0,0,0,1
5763,1,39,-606,142,0,0,0,1,1
39700,0,45,10768,147,0,0,1,0,1
34038,2,37,20453,115,0,0,1,0,1
42263,2,28,1705,412,1,0,0,0,1
27801,1,41,201,114,0,0,0,1,1
33476,1,35,257,307,0,0,0,1,0
22938,1,54,19,131,0,0,0,0,1
87,1,41,1270,1389,1,0,1,0,1
34109,2,19,0,72,0,0,1,1,1
40291,2,25,1129,452,0,0,0,0,1
5185,1,35,0,190,0,0,0,1,0
20565,1,49,408,559,1,0,0,0,1
37903,2,27,-152,14,0,0,0,1,1
7236,1,43,6,365,0,0,0,0,1
7428,2,36,0,211,0,0,0,0,1
5568,1,33,0,57,0,0,0,1,0
12453,1,45,-302,80,0,0,0,0,1
11453,1,56,101,330,0,0,0,0,1
20056,1,51,385,39,0,0,0,0,1
11890,2,37,3876,8,0,0,1,0,1
39895,2,20,336,133,0,0,0,1,1
16964,0,30,317,67,0,0,0,1,1
10130,0,57,362,187,0,0,0,0,1
812,2,29,0,104,0,0,0,1,1
35264,0,53,26,56,0,0,0,0,1
22928,1,47,414,142,0,0,0,0,1
30959,2,24,23878,185,1,0,1,0,1
31770,0,28,229,1042,1,0,1,0,1
11964,2,29,142,312,0,0,0,0,1
39716,2,40,2893,76,0,0,0,0,1
23217,1,38,134,91,0,0,0,1,0
2754,1,49,512,455,0,0,0,0,1
33817,2,33,129,482,1,0,0,0,1
31994,1,53,2581,99,0,0,0,0,1
12011,2,36,449,136,0,0,0,0,1
3366,2,28,0,133,0,0,0,1,1
10120,1,36,2517,117,0,0,0,1,1
30194,1,42,2037,135,0,0,0,0,1
5544,1,46,0,172,0,0,0,0,1
44025,1,56,393,183,1,0,0,0,1
35441,0,57,52,40,0,0,0,0,1
20902,1,36,406,123,0,0,0,1,0
23283,0,54,124,119,0,0,0,0,1
13042,2,28,476,306,0,0,0,0,1
40323,2,24,9883,210,1,0,1,0,1
8483,2,32,725,303,0,0,0,0,1
5591,1,44,0,82,0,0,0,0,1
3031,0,50,-500,148,0,0,0,0,1
13508,1,57,323,54,0,0,0,0,1
13855,1,34,870,58,0,0,0,1,0
11923,2,31,813,16,0,0,0,1,1
23304,1,31,171,81,0,0,0,1,0
34828,1,49,0,445,1,0,0,0,1
49,2,29,0,363,0,0,0,0,1
40493,2,42,3403,215,1,0,0,0,1
32754,0,50,148,413,0,0,0,0,1
29745,0,56,2189,180,0,0,0,0,1
19894,1,59,116,129,0,0,0,0,1
36662,1,35,2321,306,0,0,0,1,1
32788,1,41,323,949,1,0,1,0,1
9414,1,36,1453,386,0,0,0,1,1
19553,1,36,812,99,0,0,0,1,0
31738,0,55,271,191,0,0,0,0,1
8903,1,37,311,135,0,0,0,1,0
17012,1,59,377,468,0,0,0,0,1
4343,0,48,858,353,0,0,0,0,1
23207,1,56,-1,89,0,0,0,0,1
9206,0,39,-294,181,0,0,0,1,1
20436,1,47,0,232,0,0,0,0,1
3990,1,56,8318,428,0,0,1,0,1
15626,1,38,-558,533,0,0,0,0,1
5415,1,30,282,148,0,0,0,1,0
835,2,30,-174,113,0,0,0,1,1
34971,1,37,1780,205,0,0,0,1,1
25127,1,43,-2122,141,0,0,1,1,1
41531,1,72,4415,120,0,0,1,0,1
40440,1,40,0,131,1,0,0,1,1
2430,2,25,-250,456,0,0,0,0,1
35710,0,39,665,133,0,0,0,1,1
37438,2,28,61,428,0,0,0,0,1
31669,2,27,2614,143,1,0,1,0,1
13193,2,52,288,159,0,0,0,0,1
40194,2,30,930,396,1,0,0,0,1
28749,2,35,1721,103,0,0,0,0,1
10612,1,38,1559,162,0,0,0,1,1
5199,1,33,511,304,0,0,0,1,0
19378,1,45,38,307,0,0,0,0,1
43710,2,33,224,342,1,0,0,0,1
30454,1,40,767,168,0,0,0,1,1
34115,1,33,5151,124,0,0,1,0,1
1950,1,32,150,1178,0,0,1,0,1
28578,2,29,202,128,0,0,0,1,1
4407,1,47,290,409,0,0,0,0,1
22811,1,49,272,146,0,0,0,0,1
19541,1,45,1288,399,0,0,0,0,1
11142,2,49,1202,122,0,0,0,0,1
11670,1,41,1273,73,0,0,0,1,1
29436,2,32,0,446,0,0,0,0,1
26854,1,46,-257,104,0,0,0,0,1
16488,1,38,0,532,1,0,0,0,1
7889,1,32,501,43,0,0,0,1,0
26839,2,30,1395,569,0,0,0,0,1
44537,1,35,262,331,1,0,0,1,0
26115,1,46,2558,107,0,0,0,0,1
4168,2,31,259,287,0,0,0,0,1
14085,1,29,287,249,0,0,0,1,0
10556,1,47,1225,339,0,0,0,0,1
21837,1,56,300,184,0,0,0,0,1
329,1,41,290,240,0,0,0,1,1
36254,1,50,0,503,0,0,0,0,1
28086,1,28,-97,79,0,0,0,1,0
5735,2,42,-68,167,0,0,0,0,1
21391,2,31,3701,709,0,0,1,0,1
42787,1,49,1830,136,1,0,0,0,1
29604,0,46,1342,135,0,0,0,0,1
16879,1,30,4696,172,0,0,1,0,1
15982,1,45,1118,27,0,0,0,0,1
44721,2,24,1809,165,1,0,1,1,1
27146,1,48,0,213,0,0,0,0,1
33032,0,54,502,317,0,0,0,0,1
1487,1,34,129,71,0,0,0,1,0
982,0,46,207,485,0,0,0,0,1
2389,1,36,-423,106,0,0,0,1,0
15294,0,56,179,536,1,0,0,0,1
2345,0,33,5,1346,1,0,1,0,1
24191,1,49,2655,63,0,0,0,0,1
25439,0,42,266,97,0,0,0,1,1
6418,1,46,-326,59,0,0,0,0,1
12932,1,33,2284,210,0,0,0,1,0
16524,1,40,0,53,0,0,0,1,1
1799,2,29,262,134,0,0,0,1,1
13550,1,32,187,91,0,0,0,1,0
19143,1,52,499,115,0,0,0,0,1
10847,2,53,1238,23,0,0,0,0,1
37732,2,29,70,400,0,0,0,0,1
15700,2,25,2783,137,0,0,1,0,1
1264,2,32,10,107,0,0,0,1,1
4488,2,31,121,187,0,0,0,1,1
4615,1,33,148,717,0,0,0,0,1
31711,1,33,-329,113,0,0,0,1,0
17695,1,50,2910,790,0,0,1,0,1
39284,1,38,755,531,0,0,0,0,1
34305,1,35,147,358,0,0,0,1,1
33616,1,30,482,86,0,0,0,1,0
15110,1,37,101,130,0,0,0,1,0
22859,0,51,292,146,0,0,0,0,1
1462,1,55,332,318,0,0,0,0,1
17850,0,60,1382,112,0,0,0,0,1
38977,2,33,-371,221,0,0,0,1,1
15668,1,36,-267,368,0,0,0,1,1
35373,1,27,130,265,0,0,0,1,0
9898,1,52,5137,199,0,0,1,0,1
20832,1,47,1303,68,0,0,0,0,1
41925,1,60,6573,126,0,0,1,0,1
2304,1,35,-12,212,0,0,0,1,0
30508,2,31,2137,132,0,0,0,0,1
12406,0,49,2169,54,0,0,0,0,1
15935,0,36,81,560,1,0,0,0,1
43964,1,30,1081,222,0,0,0,1,0
44166,2,30,3528,250,1,0,0,0,1
39018,2,27,294,466,0,0,0,0,1
38816,2,30,-383,170,0,0,0,1,1
32925,1,32,112,311,0,0,0,1,0
38482,1,34,11752,149,0,0,1,0,1
40564,1,64,504,157,0,0,0,0,1
41416,1,53,109,431,0,0,0,0,1
26678,2,31,-208,251,0,0,0,0,1
470,2,39,109,699,0,0,0,0,1
39039,1,56,876,93,0,0,0,0,1
33635,1,72,796,173,0,0,1,0,1
39420,2,26,255,264,0,0,0,1,1
35038,0,37,641,334,0,0,0,0,1
13389,1,35,332,199,0,0,0,1,0
14997,2,27,180,114,0,0,0,1,1
1827,2,34,610,316,0,0,0,0,1
11876,1,43,177,9,0,0,0,1,1
7846,2,46,2904,984,1,0,1,0,1
18084,1,35,-468,540,1,0,0,0,1
37986,1,33,1996,72,0,0,0,1,0
31759,2,31,3323,337,0,0,0,0,1
8630,1,54,976,137,0,0,0,0,1
17068,0,57,63,1448,1,0,1,0,1
16243,1,30,0,232,0,0,0,1,0
31780,1,43,2901,179,0,0,0,0,1
43449,1,68,1146,356,1,0,1,0,1
18939,1,53,6280,441,0,0,1,0,1
12757,1,45,268,96,0,0,0,0,1
8424,1,45,4466,110,0,0,0,0,1
17460,1,44,337,257,0,0,0,0,1
13544,1,46,375,130,0,0,0,0,1
26906,1,43,78,36,0,0,0,0,1
10706,1,39,4166,314,0,0,1,0,1
28365,2,40,732,148,0,0,0,0,1
19983,1,33,571,390,0,0,0,1,1
29859,0,44,272,219,0,0,0,1,1
35137,1,37,64,219,0,0,0,1,0
34888,1,37,146,82,0,0,0,1,0
31546,2,50,1716,272,0,0,0,0,1
38229,2,34,4062,29,0,0,1,0,1
2893,1,42,1340,299,0,0,0,0,1
14277,1,34,0,105,0,0,0,1,0
31837,1,30,1772,158,0,0,0,1,0
19774,2,30,958,112,0,0,0,1,1
12698,0,58,820,200,0,0,0,0,1
1270,2,30,5956,255,0,0,1,0,1
874,0,32,473,204,0,0,0,1,1
36193,1,47,373,480,0,0,0,0,1
6323,1,36,0,145,0,0,0,1,0
36183,1,37,0,148,0,0,0,1,0
39440,0,47,2232,439,1,0,1,0,1
41654,1,57,8,270,0,0,0,0,1
3063,1,47,6439,326,0,0,1,0,1
2341,2,26,24299,704,0,-1,1,0,1
26957,1,32,8043,202,0,0,1,0,1
2908,1,49,1878,267,0,0,0,0,1
32001,2,32,3981,362,0,0,1,0,1
40490,2,26,0,125,0,0,0,1,1
16949,1,47,2793,102,0,0,0,0,1
7854,1,35,674,274,0,0,0,1,0
25718,1,35,816,547,0,0,0,0,1
17355,0,55,141,154,0,0,0,0,1
17127,2,39,26,110,0,0,0,0,1
21614,1,50,-1415,358,0,0,1,0,1
41095,2,34,612,81,0,0,0,1,1
24933,1,41,2123,232,0,0,0,0,1
29585,2,36,1855,75,0,0,0,0,1
36981,1,51,864,321,0,0,0,0,1
39194,1,44,2981,106,0,0,0,0,1
22865,1,39,309,94,0,0,0,1,0
17940,1,45,3,154,0,0,0,0,1
40076,1,30,124,161,0,0,0,1,0
41778,1,61,89,154,0,0,0,0,1
9820,2,43,1046,901,1,0,1,0,1
11076,1,52,424,89,0,0,0,0,1
43458,1,34,920,526,1,0,0,0,1
16712,1,39,350,230,0,0,0,1,1
42834,1,53,597,392,1,0,0,0,1
24646,1,36,4324,139,0,0,0,0,1
37806,0,41,783,135,0,0,0,1,1
6550,2,32,106,1224,0,0,1,0,1
26843,2,30,485,89,0,0,0,1,1
26314,0,46,3455,120,0,0,0,0,1
16675,1,34,889,539,0,0,0,0,1
8271,1,31,2198,532,0,0,1,0,1
19258,1,39,1112,232,0,0,0,1,1
1357,2,34,341,195,0,0,0,1,1
44005,2,34,1279,174,1,0,0,0,1
10466,1,37,1,103,0,0,0,1,0
25611,1,43,1927,63,0,0,0,0,1
23572,1,55,-2,76,0,0,0,0,1
32099,1,36,2687,58,0,0,0,1,1
43713,1,32,903,181,0,0,0,1,0
39620,2,47,172,23,0,0,0,0,1
6246,0,49,333,36,0,0,0,0,1
36002,2,40,3,154,0,0,0,0,1
17235,1,55,1126,388,0,0,0,0,1
42620,1,74,5539,253,0,0,1,0,1
40219,2,26,2857,446,1,0,1,0,1
39532,1,57,473,295,1,0,0,0,1
9744,1,35,2308,540,0,0,1,0,1
29175,2,32,739,266,0,0,0,0,1
27348,0,57,492,181,0,0,0,0,1
29084,1,60,272,421,0,0,0,0,1
17581,1,54,1390,647,0,0,1,0,1
23328,1,52,190,276,0,0,0,0,1
6011,1,32,5151,185,0,0,0,0,1
28375,2,27,170,76,0,0,0,1,1
29683,2,37,655,258,0,0,0,0,1
26250,0,56,401,26,0,0,0,0,1
35763,1,51,257,129,0,0,0,0,1
9653,1,39,497,95,0,0,0,1,0
23939,1,59,1227,89,0,0,0,0,1
1366,1,31,335,226,0,0,0,1,0
5436,0,39,0,210,0,0,0,1,1
4021,2,38,1465,239,0,0,0,0,1
42667,2,27,145,67,0,0,0,1,1
34208,1,31,236,211,0,0,0,1,0
29541,2,33,191,678,0,0,0,0,1
15945,1,44,196,367,0,0,0,0,1
38261,2,22,4038,1380,0,0,1,0,1
6715,1,36,21,89,0,0,0,1,0
18252,2,36,1240,812,1,0,1,0,1
30307,1,55,956,116,0,0,0,0,1
15180,1,29,1337,125,0,0,0,1,0
13864,1,33,1786,209,0,0,0,1,0
43383,1,53,4968,109,0,0,0,0,1
17975,1,31,0,126,0,0,0,1,0
28395,2,28,24,284,0,0,0,1,1
